scenario,scenario_label,scenario_description,num_nodes,num_slots,num_irs_elements,num_codebook_states,g_th,alpha_th,slot_cost,probe_cost,utility_mean,total_probe_calls_mean,feedback_noise_std,probe_budget,budget_fraction,policy,episodes,num_seeds,success_mean,success_ci95,success_rate_mean,perfect_rate,slots_mean,slots_ci95,avg_power,total_energy_mean,total_energy_ci95,probe_calls_per_slot_mean,oracle_match_rate,oracle_tx_gap_mean,observed_score_mean,observed_tx_fraction_mean,avg_reward
short_slots,Short Slots,"Tighter deadline with K=50, N=5, M=64, C=16",50,5,64,16,0.001,0.05,0.1,0.005,48.80083799999999,4.4644,0.3,1,0.0625,Random Feedback Probe,5000,5,49.2696,0.016405562958946813,0.9853919999999999,51.2,4.4644,0.023352805741495085,0.4289095518117723,16.171209029736747,0.054896781037416215,1.0,7.495666666666666,2.1167,0.2778025658194682,0.2950529137559895,96.65940068454894
short_slots,Short Slots,"Tighter deadline with K=50, N=5, M=64, C=16",50,5,64,16,0.001,0.05,0.1,0.005,49.096023,4.3274,0.3,1,0.0625,Rotating Feedback Probe,5000,5,49.5504,0.012482599729222322,0.9910080000000001,64.66,4.3274,0.0106383051281678,0.4381513981261921,16.35461148640474,0.02217077136121473,1.0,7.570666666666666,1.8878666666666668,0.28086835024903456,0.3000990774688783,97.5409516596764
short_slots,Short Slots,"Tighter deadline with K=50, N=5, M=64, C=16",50,5,64,16,0.001,0.05,0.1,0.005,44.718007,4.9866,0.3,1,0.0625,UCB Feedback Probe,5000,5,45.2416,0.03400246955737107,0.904832,4.46,4.9866,0.0022000945434231607,0.36049789440535535,14.227825009087196,0.028662754375274324,1.0,2.4626666666666663,5.775576666666666,0.25336746424673484,0.2602626674382871,72.54412520338079
short_slots,Short Slots,"Tighter deadline with K=50, N=5, M=64, C=16",50,5,64,16,0.001,0.05,0.1,0.005,47.077925,4.915,0.3,1,0.0625,Thompson Feedback Probe,5000,5,47.594,0.023666543473858385,0.9518800000000001,15.64,4.915,0.009440610149773402,0.39700807343029704,15.327920367019548,0.040007646529723315,1.0,3.8379999999999996,4.232033333333333,0.2564510666139443,0.2669622798604902,89.16870710840416
short_slots,Short Slots,"Tighter deadline with K=50, N=5, M=64, C=16",50,5,64,16,0.001,0.05,0.1,0.005,48.687486,8.9548,0.3,2,0.125,Random Feedback Probe,5000,5,49.18,0.03662106716085805,0.9836,47.14,4.4774,0.031565129114261486,0.4174049224793169,15.993739768900996,0.03235484446558541,2.0,7.953666666666667,2.094246666666667,0.27764152755698607,0.29478117121950037,96.42403008352959
short_slots,Short Slots,"Tighter deadline with K=50, N=5, M=64, C=16",50,5,64,16,0.001,0.05,0.1,0.005,49.01771,8.718,0.3,2,0.125,Rotating Feedback Probe,5000,5,49.4972,0.008529941617620555,0.9899439999999999,60.62,4.359,0.023739475984107073,0.4235535930182664,16.15919257857903,0.04263722377798176,2.0,8.668666666666667,1.8488700000000005,0.28116602711761607,0.3000766354824147,97.43817705226236
short_slots,Short Slots,"Tighter deadline with K=50, N=5, M=64, C=16",50,5,64,16,0.001,0.05,0.1,0.005,47.107696000000004,9.7728,0.3,2,0.125,UCB Feedback Probe,5000,5,47.6452,0.0609726986773595,0.9529040000000001,16.68,4.8864,0.010158020279562474,0.39376793395958587,15.250499968771797,0.037659453476756706,2.0,4.4510000000000005,3.582616666666667,0.2604125994449807,0.2715401639682632,89.44365651868085
short_slots,Short Slots,"Tighter deadline with K=50, N=5, M=64, C=16",50,5,64,16,0.001,0.05,0.1,0.005,47.51061,9.658,0.3,2,0.125,Thompson Feedback Probe,5000,5,48.0418,0.036328270864437524,0.960836,20.48,4.829,0.02268864032946884,0.39932679338471455,15.461007587297479,0.049113836778453025,2.0,5.223999999999999,3.2813966666666667,0.26130913453532156,0.27355079297728346,91.54044755266243
short_slots,Short Slots,"Tighter deadline with K=50, N=5, M=64, C=16",50,5,64,16,0.001,0.05,0.1,0.005,48.73684,17.692,0.3,4,0.25,Random Feedback Probe,5000,5,49.2676,0.017405418007047476,0.985352,51.5,4.423,0.02831504758957688,0.42668110167396145,15.956273997379702,0.04519199768168882,4.0,8.243999999999998,2.008113333333333,0.2787705391193747,0.2957735853492443,96.69398608343556
short_slots,Short Slots,"Tighter deadline with K=50, N=5, M=64, C=16",50,5,64,16,0.001,0.05,0.1,0.005,48.893128,17.2224,0.3,4,0.25,Rotating Feedback Probe,5000,5,49.4098,0.012040846481872272,0.988196,57.06,4.3056,0.036387440910292265,0.4260950304314953,15.979659749231118,0.0371010816195163,4.0,8.913333333333332,1.8358666666666663,0.28337764734577464,0.3015971729990432,97.16584998720253
short_slots,Short Slots,"Tighter deadline with K=50, N=5, M=64, C=16",50,5,64,16,0.001,0.05,0.1,0.005,48.263495999999996,18.5968,0.3,4,0.25,UCB Feedback Probe,5000,5,48.8214,0.013083642306330604,0.976428,36.8,4.6492,0.008990398433884907,0.4155466548842576,15.719905611435344,0.03578591110802329,4.0,6.875333333333334,2.458753333333333,0.26836487213616494,0.2824785541302072,95.07300097897784
short_slots,Short Slots,"Tighter deadline with K=50, N=5, M=64, C=16",50,5,64,16,0.001,0.05,0.1,0.005,48.190008000000006,18.5464,0.3,4,0.25,Thompson Feedback Probe,5000,5,48.7464,0.043327084554584075,0.974928,34.660000000000004,4.6366,0.023622675885682322,0.41363727470261474,15.675637695148502,0.0374824337391267,4.0,6.722333333333333,2.447033333333333,0.26943070528730617,0.2832763684706797,94.75749771823966
short_slots,Short Slots,"Tighter deadline with K=50, N=5, M=64, C=16",50,5,64,16,0.001,0.05,0.1,0.005,38.4412,0.0,0.5,0,0.0,No IRS,5000,5,38.9412,0.0706291105989589,0.7788240000000001,0.0,5.0,0.0,0.3351087429136704,13.051771096978525,0.041163198718588874,0.0,0.0,7.920439999999999,0.0,0.0,11.897444811911848
short_slots,Short Slots,"Tighter deadline with K=50, N=5, M=64, C=16",50,5,64,16,0.001,0.05,0.1,0.005,40.4552,0.0,0.5,0,0.0,Fixed IRS,5000,5,40.9552,0.07285138340484734,0.8191039999999999,0.0,5.0,0.0,0.29875773340632605,12.235502415511117,0.042677435584792645,0.0,1.3280000000000003,6.977,0.0,0.0,36.81022026685988
short_slots,Short Slots,"Tighter deadline with K=50, N=5, M=64, C=16",50,5,64,16,0.001,0.05,0.1,0.005,48.84139999999999,0.0,0.5,0,0.0,Random IRS,5000,5,49.285,0.013817652477898528,0.9856999999999999,52.38,4.436,0.01738775201111404,0.43335811720722267,16.186711759689036,0.03769573485081388,0.0,7.472666666666666,2.1163100000000004,0.0,0.0,96.70378607083921
short_slots,Short Slots,"Tighter deadline with K=50, N=5, M=64, C=16",50,5,64,16,0.001,0.05,0.1,0.005,49.540352,40.3776,0.5,16,1.0,Oracle Full Preview,5000,5,49.9946,0.0013293366766919182,0.999892,99.48,2.5236,0.0070831699118404255,0.3638608839522054,15.977936231052212,0.05360440808700228,16.0,100.0,0.0,0.0,0.0,99.12804359239937
short_slots,Short Slots,"Tighter deadline with K=50, N=5, M=64, C=16",50,5,64,16,0.001,0.05,0.1,0.005,48.440192,71.4496,0.5,16,1.0,Full Noisy Feedback,5000,5,49.244,0.02362592812991674,0.98488,50.7,4.4656,0.009733131870061218,0.41879033533582277,14.904240151129608,0.03160603076260362,16.0,7.8453333333333335,2.261276666666667,0.31852438798760907,0.3357485191352469,96.59250898473019
short_slots,Short Slots,"Tighter deadline with K=50, N=5, M=64, C=16",50,5,64,16,0.001,0.05,0.1,0.005,48.78214,4.452,0.5,1,0.0625,Random Feedback Probe,5000,5,49.2496,0.01748249684684688,0.984992,51.1,4.452,0.03009094747594384,0.4297340485927808,16.14967738812272,0.05471727647737197,1.0,7.567333333333333,2.0958966666666665,0.3196198686791548,0.33684303088817674,96.58481757945269
short_slots,Short Slots,"Tighter deadline with K=50, N=5, M=64, C=16",50,5,64,16,0.001,0.05,0.1,0.005,49.096023,4.3274,0.5,1,0.0625,Rotating Feedback Probe,5000,5,49.5504,0.012482599729222322,0.9910080000000001,64.66,4.3274,0.0106383051281678,0.4381513981261921,16.35461148640474,0.02217077136121473,1.0,7.570666666666666,1.8878666666666668,0.3230822002770046,0.3423129274968941,97.5409516596764
short_slots,Short Slots,"Tighter deadline with K=50, N=5, M=64, C=16",50,5,64,16,0.001,0.05,0.1,0.005,44.188886000000004,4.9668,0.5,1,0.0625,UCB Feedback Probe,5000,5,44.7104,0.07152415714987578,0.894208,5.66,4.9668,0.005200467671277408,0.3526593266485792,13.956394562437422,0.06888253124015302,1.0,2.640333333333333,5.737486666666667,0.2981459088699889,0.30485823420582747,67.80549875417512
short_slots,Short Slots,"Tighter deadline with K=50, N=5, M=64, C=16",50,5,64,16,0.001,0.05,0.1,0.005,46.574667999999996,4.8984,0.5,1,0.0625,Thompson Feedback Probe,5000,5,47.089,0.07817427505260297,0.94178,15.02,4.8984,0.014973168535750767,0.3887780475166014,15.065922431361471,0.05836503384287414,1.0,3.7296666666666667,4.32389,0.3033719442633469,0.3133970657910924,85.31087145314874
short_slots,Short Slots,"Tighter deadline with K=50, N=5, M=64, C=16",50,5,64,16,0.001,0.05,0.1,0.005,48.68206599999999,8.9588,0.5,2,0.125,Random Feedback Probe,5000,5,49.1748,0.022221594542247442,0.9834959999999999,46.96,4.4794,0.009967134793911401,0.4178520132581064,15.991098493352125,0.06292259010106555,2.0,7.775,2.1251066666666665,0.31861661128308294,0.33587254602556676,96.39228757770542
short_slots,Short Slots,"Tighter deadline with K=50, N=5, M=64, C=16",50,5,64,16,0.001,0.05,0.1,0.005,48.985916,8.7688,0.5,2,0.125,Rotating Feedback Probe,5000,5,49.4682,0.011928657258886234,0.989364,58.599999999999994,4.3844,0.035435368997655495,0.422468404910174,16.08914328068822,0.046815600745452095,2.0,8.488999999999999,1.8854366666666664,0.3208317808562031,0.3398040704885485,97.35807910987656
short_slots,Short Slots,"Tighter deadline with K=50, N=5, M=64, C=16",50,5,64,16,0.001,0.05,0.1,0.005,46.65047,9.806,0.5,2,0.125,UCB Feedback Probe,5000,5,47.1898,0.04235323723164459,0.943796,13.020000000000001,4.903,0.012671972222191982,0.38774364118744103,15.021306046225293,0.0253123181337628,2.0,3.932666666666666,3.8156933333333334,0.3064737608391732,0.3171079773968479,86.63362843064948
short_slots,Short Slots,"Tighter deadline with K=50, N=5, M=64, C=16",50,5,64,16,0.001,0.05,0.1,0.005,47.086872,9.6896,0.5,2,0.125,Thompson Feedback Probe,5000,5,47.6198,0.05396731069823808,0.9523959999999999,17.18,4.8448,0.008990398433884965,0.39337337162945424,15.227162753151502,0.03940907271950124,2.0,4.598333333333334,3.514313333333333,0.3071651161756172,0.3188710190805676,89.16794131870451
short_slots,Short Slots,"Tighter deadline with K=50, N=5, M=64, C=16",50,5,64,16,0.001,0.05,0.1,0.005,48.696736,17.8888,0.5,4,0.25,Random Feedback Probe,5000,5,49.2334,0.028271598752104936,0.9846680000000001,49.24,4.4722,0.012386827842510769,0.4264184928242303,15.830097195901114,0.04623789592140482,4.0,7.593666666666667,2.0947933333333335,0.31666143425549853,0.33374877524764923,96.57754791692054
short_slots,Short Slots,"Tighter deadline with K=50, N=5, M=64, C=16",50,5,64,16,0.001,0.05,0.1,0.005,48.865248,17.4184,0.5,4,0.25,Rotating Feedback Probe,5000,5,49.3878,0.010452516634763737,0.987756,55.50000000000001,4.3546,0.02033683003813528,0.4267738321902699,15.876418716642092,0.07407453237475561,4.0,8.483333333333333,1.9123066666666666,0.3217315534830319,0.3400204193566325,97.09753113341343
short_slots,Short Slots,"Tighter deadline with K=50, N=5, M=64, C=16",50,5,64,16,0.001,0.05,0.1,0.005,48.008656,18.7648,0.5,4,0.25,UCB Feedback Probe,5000,5,48.5716,0.051056401126598726,0.971432,31.879999999999995,4.6912,0.02608641454857308,0.41308802651013904,15.513045551245659,0.058669134445319265,4.0,5.775666666666666,2.7101800000000003,0.3135331961154219,0.327356607797967,93.97073383044149
short_slots,Short Slots,"Tighter deadline with K=50, N=5, M=64, C=16",50,5,64,16,0.001,0.05,0.1,0.005,48.034096,18.6768,0.5,4,0.25,Thompson Feedback Probe,5000,5,48.5944,0.022386941193471847,0.971888,31.319999999999997,4.6692,0.012662874239287086,0.41303319076722794,15.512590182457398,0.01842074488906446,4.0,6.142333333333334,2.62482,0.3150688223766849,0.32877500200782805,94.10019535612837
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,61.762,0.0,0.0,0,0.0,No IRS,5000,5,62.262,0.055644672700987344,0.778275,0.0,5.0,0.0,0.3353261325778107,20.880094873981758,0.058484593495001506,0.0,0.0,10.901879999999998,0.0,0.0,-40.22585905780502
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,64.9936,0.0,0.0,0,0.0,Fixed IRS,5000,5,65.4936,0.05264196592073577,0.81867,0.0,5.0,0.0,0.2988596394735243,19.572999470552826,0.04999250084513383,0.0,1.4039999999999997,9.578560000000001,0.0,0.0,19.171971574487404
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.52886000000001,0.0,0.0,0,0.0,Random IRS,5000,5,78.0104,0.07044448321905317,0.97513,21.98,4.8154,0.008778524705210755,0.4297851331855083,25.513792655878095,0.055169771531397495,0.0,13.053999999999998,2.6398466666666667,0.0,0.0,151.06399785025917
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,79.16622400000001,30.3072,0.0,8,1.0,Oracle Full Preview,5000,5,79.6966,0.013881450068345834,0.9962075,74.94,3.7884,0.015869949464317818,0.4223612373916184,25.97610716904589,0.03416770403239953,8.0,100.0,0.0,0.0,0.0,158.04724669511262
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,78.05103600000001,35.3008,0.0,8,1.0,Full Noisy Feedback,5000,5,78.6688,0.04349875474080022,0.98336,28.139999999999997,4.4126,0.023113046013020402,0.37453145488018863,25.298708154768384,0.05181995708913291,8.0,58.63433333333333,0.4430733333333334,0.2052410676442427,0.21979051041666672,154.83230495750476
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.43970999999999,4.818,0.0,1,0.125,Random Feedback Probe,5000,5,77.9456,0.02712741963401335,0.97432,21.279999999999998,4.818,0.010965494972868292,0.42968682006775344,25.496549817974888,0.06606575495182633,1.0,13.145000000000001,2.621646666666667,0.19079252533377197,0.20613733333333334,150.78148227833938
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,78.705833,4.6454,0.0,1,0.125,Rotating Feedback Probe,5000,5,79.1936,0.04260284422430045,0.98992,47.04,4.6454,0.019219996253901785,0.4512578137746405,26.134144675909123,0.05233434617032187,1.0,19.790666666666667,1.7789,0.19883125939005397,0.21909066666666668,156.27556620383015
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,75.39553599999999,4.9968,0.0,1,0.125,UCB Feedback Probe,5000,5,75.9202,0.10377343968472885,0.9490025,3.52,4.9968,0.0014402999687563262,0.39836075197861254,24.397951024651896,0.0783832908267605,1.0,7.178999999999999,6.197839999999999,0.17989241214796758,0.1899605,139.71739127400983
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,75.36295499999999,4.989,0.0,1,0.125,Thompson Feedback Probe,5000,5,75.8868,0.10892628362337575,0.9485849999999999,4.6,4.989,0.0027718585822512068,0.3982531490528075,24.373942668774486,0.08694624635505256,1.0,7.300333333333334,5.838416666666667,0.18003953477605553,0.190307,138.31895444608693
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.946082,9.4276,0.0,2,0.25,Random Feedback Probe,5000,5,78.4646,0.0666388470488506,0.9808075,23.400000000000002,4.7138,0.017248000000000062,0.4032883099181722,25.46591831362358,0.07665573340301249,2.0,21.028666666666666,1.50988,0.1896924226235577,0.20461558333333332,153.84324056671127
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,78.32285,9.05,0.0,2,0.25,Rotating Feedback Probe,5000,5,78.8206,0.019800850890806323,0.9852575,30.86,4.525,0.012002499739637629,0.40063774695628185,25.610669618817806,0.09172783756272933,2.0,28.297,1.1525366666666668,0.20285424570914876,0.2199590416666667,155.30368400817053
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,78.072524,9.7832,0.0,2,0.25,UCB Feedback Probe,5000,5,78.6106,0.03923232667074541,0.9826325,25.6,4.8916,0.008024039880259959,0.41263257176862006,25.627047164718586,0.1013246410171774,2.0,18.575,2.27089,0.1746289797770977,0.18778893750000003,154.40855374943837
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.296842,9.7956,0.0,2,0.25,Thompson Feedback Probe,5000,5,77.8356,0.04377694114485288,0.972945,13.819999999999999,4.8978,0.013809309323785754,0.4054140008594766,25.22822767849001,0.047501793592232285,2.0,14.436333333333332,2.3414166666666665,0.1743299136698297,0.1849007708333333,150.91941234925733
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,78.07729599999999,18.2368,0.0,4,0.5,Random Feedback Probe,5000,5,78.6244,0.023800889395148683,0.9828049999999999,26.6,4.5592,0.02521020237919549,0.3858594511360485,25.40764996784222,0.033642156726251954,4.0,35.28666666666667,0.8955833333333332,0.19669887231695057,0.21134533333333333,154.61137604349082
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,78.13506400000001,18.0312,0.0,4,0.5,Rotating Feedback Probe,5000,5,78.676,0.03218818913825307,0.98345,28.02,4.5078,0.02006871555431469,0.3803680337853664,25.36874729287775,0.0829562422656403,4.0,40.448666666666675,0.7546233333333333,0.20051544703480984,0.21567875,154.83485067108728
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,78.191712,18.4496,0.0,4,0.5,UCB Feedback Probe,5000,5,78.7452,0.028888564934937667,0.9843149999999999,29.18,4.6124,0.021260354089243327,0.3884122023889932,25.462867087628673,0.047946035889257964,4.0,33.04066666666667,1.0250333333333335,0.1891632207857308,0.20279836458333333,155.0569450075813
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.830776,18.8808,0.0,4,0.5,Thompson Feedback Probe,5000,5,78.3972,0.03915293174207849,0.979965,21.38,4.7202,0.015770389468875035,0.38816509579650965,25.329320174333972,0.04367727187975039,4.0,27.99,1.13555,0.1845838478988594,0.1974795625,153.66326297008385
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,61.762,0.0,0.1,0,0.0,No IRS,5000,5,62.262,0.055644672700987344,0.778275,0.0,5.0,0.0,0.3353261325778107,20.880094873981758,0.058484593495001506,0.0,0.0,10.901879999999998,0.0,0.0,-40.22585905780502
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,64.9936,0.0,0.1,0,0.0,Fixed IRS,5000,5,65.4936,0.05264196592073577,0.81867,0.0,5.0,0.0,0.2988596394735243,19.572999470552826,0.04999250084513383,0.0,1.4039999999999997,9.578560000000001,0.0,0.0,19.171971574487404
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.5231,0.0,0.1,0,0.0,Random IRS,5000,5,78.005,0.0716701008789544,0.9750624999999999,21.98,4.819,0.016445322739307926,0.4297925308968386,25.505519427676415,0.0828619533969794,0.0,13.274333333333335,2.6186333333333334,0.0,0.0,150.93395351017108
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,79.16622400000001,30.3072,0.1,8,1.0,Oracle Full Preview,5000,5,79.6966,0.013881450068345834,0.9962075,74.94,3.7884,0.015869949464317818,0.4223612373916184,25.97610716904589,0.03416770403239953,8.0,100.0,0.0,0.0,0.0,158.04724669511262
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.73348399999999,37.9952,0.1,8,1.0,Full Noisy Feedback,5000,5,78.3984,0.02402579480475558,0.97998,26.179999999999996,4.7494,0.019723093469331807,0.4256202828105008,25.553404147207942,0.03961093804387754,8.0,18.437666666666665,1.7655699999999996,0.21052678004344852,0.225420423345804,153.25848505248692
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.529489,4.8182,0.1,1,0.125,Random Feedback Probe,5000,5,78.0354,0.05768729856736244,0.9754425,21.88,4.8182,0.02545284707061264,0.42927856472333226,25.508810580215627,0.08006367897885758,1.0,13.276666666666664,2.6195833333333334,0.21041242500366217,0.22583128511487047,151.2268115646991
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,78.705833,4.6454,0.1,1,0.125,Rotating Feedback Probe,5000,5,79.1936,0.04260284422430045,0.98992,47.04,4.6454,0.019219996253901785,0.4512578137746405,26.134144675909123,0.05233434617032187,1.0,19.790666666666667,1.7789,0.2162327679481781,0.23649217522851726,156.27556620383015
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,73.976168,4.9984,0.1,1,0.125,UCB Feedback Probe,5000,5,74.501,0.06461166086705801,0.9312625000000001,1.46,4.9984,0.001329336676692329,0.38171879657309543,23.72366639576058,0.05473956540841677,1.0,6.029000000000001,7.221729999999999,0.20334199537282083,0.211580633035941,127.80371347852973
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,74.94907099999999,4.9898,0.1,1,0.125,Thompson Feedback Probe,5000,5,75.473,0.10780178180345672,0.9434125,4.3,4.9898,0.00039200000000013085,0.39471790372418636,24.217578995973987,0.07975298325287657,1.0,7.300666666666668,6.046103333333333,0.20341117867701278,0.21315907228775613,134.6012530593154
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.4583,9.62,0.1,2,0.25,Random Feedback Probe,5000,5,77.9874,0.0516994353547507,0.9748425,20.02,4.81,0.01686055752340371,0.42149800154609696,25.40579050659103,0.0635823844992847,2.0,14.591333333333335,2.305353333333333,0.20994843034493496,0.22530969471556392,151.25958369121838
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.973816,9.3888,0.1,2,0.25,Rotating Feedback Probe,5000,5,78.4902,0.04447256844393044,0.9811275,25.88,4.6944,0.018097922974750585,0.4250519987682154,25.64431368711807,0.07674282297648798,2.0,17.273666666666667,1.7449299999999999,0.21545459397775657,0.23277779424185477,153.7518741625499
