scenario,scenario_label,scenario_description,num_nodes,num_slots,num_irs_elements,num_codebook_states,g_th,alpha_th,slot_cost,probe_cost,utility_mean,total_probe_calls_mean,feedback_noise_std,probe_budget,budget_fraction,policy,episodes,num_seeds,success_mean,success_ci95,success_rate_mean,perfect_rate,slots_mean,slots_ci95,avg_power,total_energy_mean,total_energy_ci95,probe_calls_per_slot_mean,oracle_match_rate,oracle_tx_gap_mean,observed_score_mean,observed_tx_fraction_mean,avg_reward
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,76.87066,9.908,0.1,2,0.25,UCB Feedback Probe,5000,5,77.4156,0.05367180056603117,0.967695,12.0,4.954,0.006041125722909609,0.4124093644548484,25.112632787515683,0.09861714955827526,2.0,11.013666666666667,3.5182466666666667,0.20116449540199516,0.213460942809087,148.4169541933746
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,76.16809599999999,9.8928,0.1,2,0.25,Thompson Feedback Probe,5000,5,76.7122,0.1046746436535626,0.9589025,8.959999999999999,4.9464,0.008466655538050488,0.40572178433688205,24.80412813929967,0.07490332561154461,2.0,9.895,3.544013333333333,0.2021369328509807,0.21331502726795193,144.0697545368987
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.668,19.12,0.1,4,0.5,Random Feedback Probe,5000,5,78.2416,0.04197604383455034,0.9780200000000001,22.66,4.78,0.02217486865801046,0.4259608195474335,25.531700496305398,0.0501272636092116,4.0,16.424,1.9846800000000002,0.20980703783933533,0.2248982260877,152.5924539700131
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.76352,18.976,0.1,4,0.5,Rotating Feedback Probe,5000,5,78.3328,0.06980847558857192,0.97916,25.0,4.744,0.021622273700977922,0.42605401610031624,25.554010966427704,0.1015561841580805,4.0,17.590666666666664,1.8517633333333334,0.21191623016726452,0.22764834365306305,152.9448369448649
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.498248,19.2784,0.1,4,0.5,UCB Feedback Probe,5000,5,78.0766,0.06198250153067758,0.9759575,19.86,4.8196,0.017690017976248692,0.421580415782575,25.436326245378485,0.045389296822232535,4.0,14.947333333333331,2.2353300000000003,0.20680353926937814,0.22057961268057025,151.84279877474475
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.190944,19.3552,0.1,4,0.5,Thompson Feedback Probe,5000,5,77.7716,0.060470367751488424,0.972145,17.24,4.8388,0.018824164895155423,0.41842615336799927,25.312586450554367,0.08554563348232092,4.0,14.124666666666666,2.33754,0.2063093848871492,0.2194103034771787,150.23672608263496
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,61.762,0.0,0.2,0,0.0,No IRS,5000,5,62.262,0.055644672700987344,0.778275,0.0,5.0,0.0,0.3353261325778107,20.880094873981758,0.058484593495001506,0.0,0.0,10.901879999999998,0.0,0.0,-40.22585905780502
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,64.9936,0.0,0.2,0,0.0,Fixed IRS,5000,5,65.4936,0.05264196592073577,0.81867,0.0,5.0,0.0,0.2988596394735243,19.572999470552826,0.04999250084513383,0.0,1.4039999999999997,9.578560000000001,0.0,0.0,19.171971574487404
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.52234,0.0,0.2,0,0.0,Random IRS,5000,5,78.0044,0.0597674675387886,0.975055,22.06,4.8206,0.000999407824664144,0.43193882409251383,25.501717712181854,0.03887206535537129,0.0,13.078999999999999,2.6028533333333335,0.0,0.0,151.11061887756145
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,79.16622400000001,30.3072,0.2,8,1.0,Oracle Full Preview,5000,5,79.6966,0.013881450068345834,0.9962075,74.94,3.7884,0.015869949464317818,0.4223612373916184,25.97610716904589,0.03416770403239953,8.0,100.0,0.0,0.0,0.0,158.04724669511262
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.564532,38.2896,0.2,8,1.0,Full Noisy Feedback,5000,5,78.2346,0.07128205002663941,0.9779325,23.119999999999997,4.7862,0.02110438589487962,0.4273745414155672,25.18678415553669,0.07879569388638738,8.0,15.322333333333333,2.1769,0.2353732608904579,0.25050156525968104,152.46086485533544
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.527868,4.8184,0.2,1,0.125,Random Feedback Probe,5000,5,78.0338,0.029166485972775734,0.9754225,22.220000000000002,4.8184,0.009473108043298102,0.432105175953513,25.531010101165734,0.042117637847476984,1.0,13.231666666666664,2.5905733333333334,0.23592399314332116,0.2515144468439827,151.25525554055216
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,78.705833,4.6454,0.2,1,0.125,Rotating Feedback Probe,5000,5,79.1936,0.04260284422430045,0.98992,47.04,4.6454,0.019219996253901785,0.4512578137746405,26.134144675909123,0.05233434617032187,1.0,19.790666666666667,1.7789,0.23984857787548344,0.2601079851525528,156.27556620383015
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,72.65728399999999,4.9992,0.2,1,0.125,UCB Feedback Probe,5000,5,73.1822,0.15335343616625963,0.9147774999999999,1.0999999999999999,4.9992,0.0007333648478076583,0.36896828087562605,23.108726169508014,0.04854668092529733,1.0,5.449,7.599379999999999,0.22664857011823983,0.23403702146447636,112.10695009105152
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,74.432923,4.9874,0.2,1,0.125,Thompson Feedback Probe,5000,5,74.9566,0.05611422151291217,0.9369574999999999,3.82,4.9874,0.0022000945434232227,0.38997897802592324,23.977124246356304,0.048181588820829686,1.0,7.043666666666666,6.157416666666667,0.23052493947355365,0.23984153743015832,129.4280599304423
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.34739,9.662,0.2,2,0.25,Random Feedback Probe,5000,5,77.8788,0.034948509324431824,0.9734849999999999,19.34,4.831,0.012018492417936759,0.42051305069366407,25.30000012793757,0.06269900188147709,2.0,13.296666666666665,2.545863333333333,0.23433998380050297,0.24984715629763504,150.60129614250306
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.95412999999999,9.394,0.2,2,0.25,Rotating Feedback Probe,5000,5,78.4708,0.02908074662039945,0.980885,26.68,4.697,0.012318408988177309,0.427716806941031,25.639690251127767,0.041453789891773944,2.0,16.790666666666667,1.8528266666666666,0.24040536886105407,0.25785323085797957,153.60719278952428
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,75.929924,9.9432,0.2,2,0.25,UCB Feedback Probe,5000,5,76.4768,0.04206198359563955,0.9559599999999999,7.48,4.9716,0.008166405329151825,0.40365423327648975,24.67086131835481,0.04900408314828864,2.0,9.029000000000002,4.2201,0.2293671638106106,0.24089271885293073,142.1751129473421
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,75.57584200000001,9.9156,0.2,2,0.25,Thompson Feedback Probe,5000,5,76.1212,0.06534888081673797,0.951515,6.660000000000001,4.9578,0.006302550594798782,0.39873598332333826,24.5030506799351,0.023788004058018532,2.0,9.122000000000002,4.131283333333333,0.22896963239445414,0.24000873043764387,139.53505535751242
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.547104,19.2232,0.2,4,0.5,Random Feedback Probe,5000,5,78.1238,0.039275387509228106,0.9765475,22.02,4.8058,0.022359468329993838,0.42736684142984216,25.42019685168272,0.03703950011165448,4.0,14.562666666666665,2.2955333333333336,0.2351069605308746,0.25036930194105855,151.8886414752571
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.646016,19.1128,0.2,4,0.5,Rotating Feedback Probe,5000,5,78.2194,0.04134903258844452,0.9777425,23.400000000000002,4.7782,0.013627286743882623,0.42950008131521245,25.44802430717224,0.06854057646154671,4.0,15.674666666666665,2.1185633333333334,0.23653844980731437,0.25237889790642987,152.4037575997581
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.16140800000001,19.4264,0.2,4,0.5,UCB Feedback Probe,5000,5,77.7442,0.03803309169657346,0.9718025000000001,17.419999999999998,4.8566,0.006185655664519266,0.4213790629726111,25.203461186094696,0.04425755413662695,4.0,13.295000000000002,2.6593466666666665,0.23179144003574448,0.24558647959839192,149.91865771143077
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,76.81637599999999,19.5008,0.2,4,0.5,Thompson Feedback Probe,5000,5,77.4014,0.05738684532190645,0.9675174999999999,14.78,4.8752,0.011146180691160372,0.416630505737394,25.01392356701902,0.012532494992604604,4.0,11.755,2.8044,0.23232330045537464,0.24535843667030313,147.94429847055127
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,61.762,0.0,0.3,0,0.0,No IRS,5000,5,62.262,0.055644672700987344,0.778275,0.0,5.0,0.0,0.3353261325778107,20.880094873981758,0.058484593495001506,0.0,0.0,10.901879999999998,0.0,0.0,-40.22585905780502
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,64.9936,0.0,0.3,0,0.0,Fixed IRS,5000,5,65.4936,0.05264196592073577,0.81867,0.0,5.0,0.0,0.2988596394735243,19.572999470552826,0.04999250084513383,0.0,1.4039999999999997,9.578560000000001,0.0,0.0,19.171971574487404
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.50677999999999,0.0,0.3,0,0.0,Random IRS,5000,5,77.9888,0.07573162023884024,0.97486,21.44,4.8202,0.01148566689400316,0.42960213586313295,25.491347596075773,0.03995995023534306,0.0,13.301666666666668,2.613636666666667,0.0,0.0,151.00010057376028
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,79.16622400000001,30.3072,0.3,8,1.0,Oracle Full Preview,5000,5,79.6966,0.013881450068345834,0.9962075,74.94,3.7884,0.015869949464317818,0.4223612373916184,25.97610716904589,0.03416770403239953,8.0,100.0,0.0,0.0,0.0,158.04724669511262
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.50313200000001,38.3696,0.3,8,1.0,Full Noisy Feedback,5000,5,78.1746,0.060616307508787534,0.9771825,22.7,4.7962,0.009305356736847884,0.42773156293627507,24.922614263834742,0.08241724868358957,8.0,14.636333333333331,2.3703066666666666,0.259890388307629,0.2751583505217804,152.12512763003724
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.51533300000001,4.8254,0.3,1,0.125,Random Feedback Probe,5000,5,78.022,0.02953037757970756,0.9752750000000001,21.5,4.8254,0.016335162564235384,0.43038651454331267,25.49110383639354,0.06448844563546455,1.0,13.166333333333332,2.6009466666666667,0.2596564127656825,0.2751210688710412,151.1770071591964
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,78.705833,4.6454,0.3,1,0.125,Rotating Feedback Probe,5000,5,79.1936,0.04260284422430045,0.98992,47.04,4.6454,0.019219996253901785,0.4512578137746405,26.134144675909123,0.05233434617032187,1.0,19.790666666666667,1.7789,0.2627732153820624,0.2830326226584586,156.27556620383015
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,71.679589,4.9982,0.3,1,0.125,UCB Feedback Probe,5000,5,72.2044,0.052885870475959,0.9025550000000001,1.44,4.9982,0.001300116917819121,0.36063447124996206,22.671321614917765,0.04498182795608936,1.0,5.098000000000001,7.807460000000001,0.2513934713338219,0.258299322210291,100.03452860195469
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,73.966512,4.9856,0.3,1,0.125,Thompson Feedback Probe,5000,5,74.49,0.12978693185371437,0.931125,3.66,4.9856,0.0011759999999999863,0.38384231883834946,23.750882101989742,0.06061152680812583,1.0,6.492000000000001,6.2314,0.2540524410878043,0.2629297365267971,124.44632921998664
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.2653,9.66,0.3,2,0.25,Random Feedback Probe,5000,5,77.7966,0.05227213804695602,0.9724575,17.88,4.83,0.023988990808285274,0.42008641856594114,25.243951450645742,0.07442191379700269,2.0,12.905333333333333,2.6488566666666666,0.26008097466684515,0.2756403226538784,150.07333120080733
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.90522200000001,9.4396,0.3,2,0.25,Rotating Feedback Probe,5000,5,78.4244,0.04670232131275872,0.9803050000000001,25.319999999999997,4.7198,0.014893420829346006,0.4261891281408186,25.53384236681922,0.08483951413733214,2.0,15.939333333333334,1.9105466666666666,0.2626028806897443,0.28009219008387215,153.42884922920177
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,75.37075,9.95,0.3,2,0.25,UCB Feedback Probe,5000,5,75.918,0.0901323000926941,0.9489750000000001,6.260000000000001,4.975,0.006646683383462749,0.39768011690332644,24.38610533255199,0.08721555777998914,2.0,8.558333333333334,4.540096666666666,0.2561559386026243,0.2672445900738373,137.40369874465512
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,75.06889799999999,9.9364,0.3,2,0.25,Thompson Feedback Probe,5000,5,75.6154,0.08490126368906305,0.9451924999999999,5.3,4.9682,0.005893052180322324,0.39342973163565625,24.22769971098535,0.06942691500453732,2.0,8.167666666666666,4.511453333333334,0.2540771423707997,0.2650075898853026,134.98810839473074
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.477264,19.2312,0.3,4,0.5,Random Feedback Probe,5000,5,78.0542,0.03320103468266989,0.9756775,21.42,4.8078,0.010210828761662976,0.42723592245348735,25.239334395244168,0.05220695999301362,4.0,14.072333333333331,2.4627166666666667,0.2596383729308258,0.2750208114375497,151.511179971896
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.56332,19.136,0.3,4,0.5,Rotating Feedback Probe,5000,5,78.1374,0.08161841027611053,0.9767175,23.46,4.784,0.007254648165142195,0.4283203852315974,25.245078714396602,0.04915980158878793,4.0,14.838666666666667,2.251803333333333,0.25993443533991406,0.27587159478470274,151.8698570965254
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,76.93493600000001,19.4888,0.3,4,0.5,UCB Feedback Probe,5000,5,77.5196,0.06635287556692665,0.9689949999999999,16.76,4.8722,0.013711597426995776,0.4195054568941064,24.987285568811263,0.048332758080734194,4.0,12.389999999999999,2.94042,0.2565836808850256,0.2702732502057226,148.44358366807606
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,76.739664,19.5112,0.3,4,0.5,Thompson Feedback Probe,5000,5,77.325,0.07811774190284793,0.9665625,14.26,4.8778,0.017796109237695538,0.416143366041731,24.8684817607404,0.054104491659755546,4.0,11.855333333333332,2.9755700000000003,0.2564452067153089,0.26949574428870876,147.49341619687536
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,61.762,0.0,0.5,0,0.0,No IRS,5000,5,62.262,0.055644672700987344,0.778275,0.0,5.0,0.0,0.3353261325778107,20.880094873981758,0.058484593495001506,0.0,0.0,10.901879999999998,0.0,0.0,-40.22585905780502
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,64.9936,0.0,0.5,0,0.0,Fixed IRS,5000,5,65.4936,0.05264196592073577,0.81867,0.0,5.0,0.0,0.2988596394735243,19.572999470552826,0.04999250084513383,0.0,1.4039999999999997,9.578560000000001,0.0,0.0,19.171971574487404
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.5436,0.0,0.5,0,0.0,Random IRS,5000,5,78.0262,0.043569349593495614,0.9753275,21.62,4.826,0.014588510547687762,0.4287278042304366,25.483133538238146,0.051993588533435435,0.0,13.110333333333331,2.616373333333333,0.0,0.0,151.22353388384542
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,79.16622400000001,30.3072,0.5,8,1.0,Oracle Full Preview,5000,5,79.6966,0.013881450068345834,0.9962075,74.94,3.7884,0.015869949464317818,0.4223612373916184,25.97610716904589,0.03416770403239953,8.0,100.0,0.0,0.0,0.0,158.04724669511262
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.390728,38.4384,0.5,8,1.0,Full Noisy Feedback,5000,5,78.0634,0.012280928955090555,0.9757925000000001,22.040000000000003,4.8048,0.011750195913260089,0.4284943364454754,24.640009991576957,0.059916881079069124,8.0,13.731999999999998,2.61668,0.3051122490748037,0.32059969312343,151.51167159082095
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.462374,4.8212,0.5,1,0.125,Random Feedback Probe,5000,5,77.9686,0.04962555889861369,0.9746075,21.08,4.8212,0.014247460966782867,0.4298877411464221,25.476390130502892,0.02284646103391047,1.0,13.01,2.6296666666666666,0.30533822609295064,0.32072867854942216,150.87770246565427
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,78.705833,4.6454,0.5,1,0.125,Rotating Feedback Probe,5000,5,79.1936,0.04260284422430045,0.98992,47.04,4.6454,0.019219996253901785,0.4512578137746405,26.134144675909123,0.05233434617032187,1.0,19.790666666666667,1.7789,0.3071258437098184,0.3273852509861569,156.27556620383015
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,70.65875600000001,4.9928,0.5,1,0.125,UCB Feedback Probe,5000,5,71.183,0.07261793387311623,0.8897875000000001,1.6400000000000001,4.9928,0.002432296034614361,0.35204439152806405,22.20868330687719,0.0664969896667416,1.0,4.961,7.813560000000001,0.30089972770276907,0.3074475902127066,86.74175338256174
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,73.32571,4.978,0.5,1,0.125,Thompson Feedback Probe,5000,5,73.8484,0.11655096780379118,0.923105,3.74,4.978,0.0050733342093735685,0.37796294930269503,23.431283798326096,0.0691102013923823,1.0,6.317333333333333,6.276423333333334,0.2992536001015237,0.30786774382518217,116.84930099976333
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.222768,9.7024,0.5,2,0.25,Random Feedback Probe,5000,5,77.7564,0.0437462164763997,0.971955,18.360000000000003,4.8512,0.007473744978255644,0.4212254670962192,25.198187742066743,0.034546408042066434,2.0,12.625666666666667,2.7258366666666665,0.3044079789463951,0.3200281089450382,149.82138258085106
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.90626999999999,9.446,0.5,2,0.25,Rotating Feedback Probe,5000,5,78.4258,0.023863754608192234,0.9803225,25.019999999999996,4.723,0.01691742297159954,0.42751518672876443,25.509620971441084,0.0966341391671368,2.0,15.961,1.9359633333333335,0.3073143614217425,0.3247668540250015,153.41693676356795
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,74.66928800000001,9.9584,0.5,2,0.25,UCB Feedback Probe,5000,5,75.217,0.11525233325186972,0.9402125,4.96,4.9792,0.00226886403294689,0.3891798488046905,23.971512652575928,0.09112820385400466,2.0,7.577666666666666,4.93869,0.3000519763328881,0.3106408658874924,131.40529723074874
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,74.53648,9.944,0.5,2,0.25,Thompson Feedback Probe,5000,5,75.0834,0.09941393592449604,0.9385425,4.7,4.972,0.0048408429018094844,0.3891395794232589,23.936427650067227,0.062303059323254306,2.0,7.577333333333333,4.822246666666666,0.30088297851346335,0.3114783649350595,129.89739058678975
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.39404000000002,19.292,0.5,4,0.5,Random Feedback Probe,5000,5,77.9728,0.04325964660049842,0.9746600000000001,20.96,4.823,0.018176292251171434,0.4265058672772502,25.06254676709508,0.0690833808597415,4.0,13.043666666666665,2.60059,0.303000709126155,0.3183931028370187,151.01741724984396
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,77.50415199999999,19.1616,0.5,4,0.5,Rotating Feedback Probe,5000,5,78.079,0.06273224880394479,0.9759874999999999,23.48,4.7904,0.016798926632377583,0.4301949395856229,25.128885279911344,0.02441631640782982,4.0,13.950666666666667,2.4060333333333332,0.3060892954532978,0.32215758483232887,151.4846843503593
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,76.627024,19.5592,0.5,4,0.5,UCB Feedback Probe,5000,5,77.2138,0.06614063489262842,0.9651725000000001,13.86,4.8898,0.007212160841245638,0.4158887398434672,24.714337540859635,0.07376694934353108,4.0,11.173333333333332,3.2082,0.30372610446497217,0.3170725021148448,146.65875747739534
compound_hard,Compound Hard,"Combined stress with K=80, N=5, M=32, C=8",80,5,32,8,0.001,0.05,0.1,0.005,76.529576,19.5808,0.5,4,0.5,Thompson Feedback Probe,5000,5,77.117,0.0332796225940154,0.9639625,11.92,4.8952,0.012540937126068349,0.41702782100822733,24.72369997346339,0.07181211204322138,4.0,10.649333333333335,3.1975533333333335,0.3037785272730941,0.31669166826173334,146.09861508337323
