decision_error_std,execution_error_std,mismatch_model,channel_rho,csi_delay_slots,probe_budget,policy,episodes,num_seeds,num_nodes,num_slots,num_irs_elements,num_codebook_states,g_th,alpha_th,gain_margin,power_margin,risk_weight,risk_power_weight,risk_invite_threshold,adaptive_risk_base_weight,opportunity_failure_cost,opportunity_missed_cost,opportunity_deadline_gain,opportunity_backlog_gain,temporal_reliability_z,sparse_topk_seed_multiplier,sparse_topk_fraction,success_mean,success_ci95,success_rate_mean,perfect_rate,slots_mean,slots_ci95,avg_power,total_energy_mean,total_energy_ci95,scheduled_nodes_mean,failed_nodes_mean,missed_opportunities_mean,true_opportunities_mean,failure_slot_rate,decision_preview_calls_per_slot_mean,oracle_tx_gap_mean,effective_risk_weight_mean,avg_reward
0.0,0.0,temporal_ar1,0.7,3,4,Sparse-TopK Feedback Grid B=4 sm=2 tf=0.5,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,50.0,0.0,1.0,100.0,4.2,0.019599999999999583,0.4056377511254594,16.47340531693438,0.07650488099746801,50.615,0.615,3.055,53.055,12.175396825396824,12.0,0.9545714285714285,0.0,99.25331336098516
0.0,0.0,temporal_ar1,0.7,3,4,Sparse-TopK Feedback Grid B=4 sm=2 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.75,50.0,0.0,1.0,100.0,4.03,0.07840000000000007,0.4068571506288414,16.473496317647605,0.1042170773894746,50.61,0.61,2.64,52.64,12.091071428571428,12.0,0.8855099206349206,0.0,99.25688668802734
0.0,0.0,temporal_ar1,0.7,3,4,Sparse-TopK Feedback Grid B=4 sm=3 tf=0.25,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.25,49.995,0.00979999999999805,0.9998999999999999,99.5,4.255,0.06860000000000027,0.40259299023882705,16.444207936431635,0.10235225516090515,50.49,0.495,3.61,53.605,9.86547619047619,16.0,0.9577619047619046,0.0,99.25509507728707
0.0,0.0,temporal_ar1,0.7,3,4,Sparse-TopK Feedback Grid B=4 sm=3 tf=0.5,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,50.0,0.0,1.0,100.0,3.965,0.20580000000000037,0.3976842554132144,16.427941451634826,0.0671151094943199,50.535,0.535,2.86,52.86,11.064285714285713,16.0,0.8256984126984126,0.0,99.30278784967497
0.0,0.0,temporal_ar1,0.7,3,4,Sparse-TopK Feedback Grid B=4 sm=3 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,50.0,0.0,1.0,100.0,3.67,0.1372000000000001,0.40119266199786935,16.403508512679533,0.154829984361776,50.49,0.49,2.22,52.22,11.160714285714285,16.0,0.7193214285714287,0.0,99.31354210645391
0.0,0.0,temporal_ar1,0.7,3,8,Sparse-TopK Feedback Grid B=8 sm=1 tf=0.25,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,50.0,0.0,1.0,100.0,4.56,0.1176000000000001,0.41207978088479735,16.358858376620347,0.015879240700617955,50.285,0.285,4.76,54.76,5.621428571428572,16.0,1.149392857142857,0.0,99.21235087213685
0.0,0.0,temporal_ar1,0.7,3,8,Sparse-TopK Feedback Grid B=8 sm=1 tf=0.5,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,50.0,0.0,1.0,100.0,4.56,0.1176000000000001,0.41133279756373153,16.351216154230627,0.0022927506767888416,50.275,0.275,4.76,54.76,5.458928571428572,16.0,1.149392857142857,0.0,99.21617198333172
0.0,0.0,temporal_ar1,0.7,3,8,Sparse-TopK Feedback Grid B=8 sm=1 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,50.0,0.0,1.0,100.0,4.56,0.1176000000000001,0.4121093423212024,16.35594971013729,0.006051104128006131,50.275,0.275,4.76,54.76,5.438095238095238,16.0,1.149392857142857,0.0,99.21380520537839
0.0,0.0,temporal_ar1,0.7,3,8,Sparse-TopK Feedback Grid B=8 sm=2 tf=0.25,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,50.0,0.0,1.0,100.0,4.125,0.049000000000000696,0.39689740507648963,16.330265439342543,0.0029065906489358895,50.22,0.22,3.665,53.665,4.760714285714285,24.0,0.8232083333333332,0.0,99.30320211261358
0.0,0.0,temporal_ar1,0.7,3,8,Sparse-TopK Feedback Grid B=8 sm=2 tf=0.5,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,50.0,0.0,1.0,100.0,3.955,0.06860000000000027,0.39232485301840725,16.320538215939564,0.034874696183790445,50.26,0.26,3.025,53.025,5.68452380952381,24.0,0.7150714285714286,0.0,99.33052719861321
0.0,0.0,temporal_ar1,0.7,3,8,Sparse-TopK Feedback Grid B=8 sm=2 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.75,50.0,0.0,1.0,100.0,3.715,0.04900000000000025,0.4039363783865147,16.374773231943934,0.009246361531558023,50.24,0.24,2.57,52.57,5.675,24.0,0.6573333333333333,0.0,99.3209497074172
0.0,0.0,temporal_ar1,0.7,3,8,Sparse-TopK Feedback Grid B=8 sm=3 tf=0.25,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.25,50.0,0.0,1.0,100.0,4.125,0.049000000000000696,0.39689740507648963,16.330265439342543,0.0029065906489358895,50.22,0.22,3.665,53.665,4.760714285714285,24.0,0.8232083333333332,0.0,99.30320211261358
0.0,0.0,temporal_ar1,0.7,3,8,Sparse-TopK Feedback Grid B=8 sm=3 tf=0.5,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,50.0,0.0,1.0,100.0,3.955,0.06860000000000027,0.39232485301840725,16.320538215939564,0.034874696183790445,50.26,0.26,3.025,53.025,5.68452380952381,24.0,0.7150714285714286,0.0,99.33052719861321
0.0,0.0,temporal_ar1,0.7,3,8,Sparse-TopK Feedback Grid B=8 sm=3 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,50.0,0.0,1.0,100.0,3.715,0.04900000000000025,0.4039363783865147,16.374773231943934,0.009246361531558023,50.24,0.24,2.57,52.57,5.675,24.0,0.6573333333333333,0.0,99.3209497074172
0.0,0.0,temporal_ar1,0.7,3,2,Stale-TopK Feedback Grid B=2,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,100.0,3.785,0.009800000000000225,0.37931531376610456,16.588917811114488,0.02209712986571716,50.97,0.97,2.06,52.06,17.173214285714284,18.0,0.7391190476190477,0.0,99.33820967052638
0.0,0.0,temporal_ar1,0.7,3,4,Stale-TopK Feedback Grid B=4,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,100.0,3.84,0.1372000000000001,0.38517417989249986,16.411761051286145,0.03968355434530302,50.54,0.54,2.55,52.55,11.233333333333333,20.0,0.7001686507936508,0.0,99.34469671250086
0.0,0.0,temporal_ar1,0.7,3,8,Stale-TopK Feedback Grid B=8,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,100.0,3.955,0.06860000000000027,0.39245002101922,16.319712461896827,0.045863433475684084,50.255,0.255,3.025,53.025,5.601190476190476,24.0,0.7150714285714286,0.0,99.33094007563457
0.0,0.0,temporal_ar1,0.7,3,2,Temporal Deviation Oracle B=2,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,100.0,3.76,0.2548000000000002,0.39815705605123525,16.329150928510618,0.0180497952951184,50.22,0.22,2.75,52.75,5.121428571428572,2.0,0.6589404761904761,0.0,99.32408590218914
0.0,0.0,temporal_ar1,0.7,3,4,Temporal Deviation Oracle B=4,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,100.0,3.235,0.04899999999999982,0.3983742402382231,16.41158179897093,0.0047973745086586205,50.33,0.33,1.55,51.55,8.633333333333333,4.0,0.491,0.0,99.37370947641699
0.0,0.0,temporal_ar1,0.7,3,8,Temporal Deviation Oracle B=8,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,100.0,3.115,0.029399999999999808,0.3723570345182364,16.45683279311265,0.030829197540333475,50.67,0.67,1.075,51.075,16.441666666666666,8.0,0.47633333333333333,0.0,99.42654646368693
0.0,0.0,temporal_ar1,0.9,1,2,Estimated Rotating Grid B=2,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,100.0,4.4,0.15680000000000013,0.4106085162320982,17.19119214563511,0.29380138306354336,52.14,2.14,2.04,52.04,31.897023809523812,2.0,1.640279761904762,0.0,99.11980778704245
0.0,0.0,temporal_ar1,0.9,1,4,Estimated Rotating Grid B=4,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,100.0,3.805,0.10779999999999985,0.38307155878467364,16.750137136868304,0.1789497095147743,51.64,1.64,1.065,51.065,27.354761904761904,4.0,1.1347738095238096,0.0,99.26753804239796
0.0,0.0,temporal_ar1,0.9,1,8,Estimated Rotating Grid B=8,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,100.0,3.445,0.009800000000000225,0.36863778677740117,16.796935641646645,0.07971854035206377,51.59,1.59,0.565,50.565,27.682142857142857,8.0,0.8082261904761904,0.0,99.35365275383342
0.0,0.0,temporal_ar1,0.9,1,2,Sparse-TopK Feedback Grid B=2 sm=1 tf=0.25,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,49.98,0.019600000000003066,0.9995999999999999,98.0,4.675,0.16659999999999991,0.4066899134192918,16.732192975476597,0.040448004832218276,51.315,1.335,2.975,52.955,22.462896825396825,4.0,1.652281746031746,0.0,99.09954964605433
0.0,0.0,temporal_ar1,0.9,1,2,Sparse-TopK Feedback Grid B=2 sm=1 tf=0.5,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,49.98,0.019600000000003066,0.9995999999999999,98.0,4.675,0.16659999999999991,0.4066899134192918,16.732192975476597,0.040448004832218276,51.315,1.335,2.975,52.955,22.462896825396825,4.0,1.652281746031746,0.0,99.09954964605433
0.0,0.0,temporal_ar1,0.9,1,2,Sparse-TopK Feedback Grid B=2 sm=1 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,49.98,0.019600000000003066,0.9995999999999999,98.0,4.675,0.16659999999999991,0.4066899134192918,16.732192975476597,0.040448004832218276,51.315,1.335,2.975,52.955,22.462896825396825,4.0,1.652281746031746,0.0,99.09954964605433
0.0,0.0,temporal_ar1,0.9,1,2,Sparse-TopK Feedback Grid B=2 sm=2 tf=0.25,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,50.0,0.0,1.0,100.0,3.86,0.21560000000000018,0.3861042855083525,16.447807170719702,0.23019980416476682,50.99,0.99,1.685,51.685,18.81984126984127,6.0,1.1465257936507935,0.0,99.28867078034641
0.0,0.0,temporal_ar1,0.9,1,2,Sparse-TopK Feedback Grid B=2 sm=2 tf=0.5,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,50.0,0.0,1.0,100.0,3.86,0.21560000000000018,0.3861042855083525,16.447807170719702,0.23019980416476682,50.99,0.99,1.685,51.685,18.81984126984127,6.0,1.1465257936507935,0.0,99.28867078034641
0.0,0.0,temporal_ar1,0.9,1,2,Sparse-TopK Feedback Grid B=2 sm=2 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.75,50.0,0.0,1.0,100.0,3.79,0.1763999999999997,0.3877529490056495,16.47322210172428,0.1579844561811206,50.955,0.955,1.65,51.65,18.09444444444444,6.0,1.097484126984127,0.0,99.28595088961552
0.0,0.0,temporal_ar1,0.9,1,2,Sparse-TopK Feedback Grid B=2 sm=3 tf=0.25,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.25,50.0,0.0,1.0,100.0,3.735,0.04899999999999982,0.3791827014724152,16.455433108508693,0.2373859229728376,51.06,1.06,1.345,51.345,20.542460317460318,8.0,0.9412539682539682,0.0,99.31184954618195
0.0,0.0,temporal_ar1,0.9,1,2,Sparse-TopK Feedback Grid B=2 sm=3 tf=0.5,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,50.0,0.0,1.0,100.0,3.735,0.04899999999999982,0.3791827014724152,16.455433108508693,0.2373859229728376,51.06,1.06,1.345,51.345,20.542460317460318,8.0,0.9412539682539682,0.0,99.31184954618195
0.0,0.0,temporal_ar1,0.9,1,2,Sparse-TopK Feedback Grid B=2 sm=3 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,50.0,0.0,1.0,100.0,3.56,0.05880000000000005,0.3777226335912677,16.48141645467617,0.39399127120890626,51.055,1.055,1.045,51.045,20.675,8.0,0.8638194444444445,0.0,99.32724267402246
0.0,0.0,temporal_ar1,0.9,1,4,Sparse-TopK Feedback Grid B=4 sm=1 tf=0.25,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,50.0,0.0,1.0,100.0,3.885,0.24499999999999997,0.3850397086766341,16.26444894678354,0.021451087475917983,50.615,0.615,2.3,52.3,12.099603174603175,8.0,1.157656746031746,0.0,99.29516830066444
0.0,0.0,temporal_ar1,0.9,1,4,Sparse-TopK Feedback Grid B=4 sm=1 tf=0.5,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,50.0,0.0,1.0,100.0,3.885,0.24499999999999997,0.3860089309003795,16.264887767145478,0.022311175385318835,50.61,0.61,2.3,52.3,12.028174603174602,8.0,1.157656746031746,0.0,99.29494889048347
0.0,0.0,temporal_ar1,0.9,1,4,Sparse-TopK Feedback Grid B=4 sm=1 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,50.0,0.0,1.0,100.0,3.885,0.24499999999999997,0.38640383804054534,16.268688380029836,0.029760376638654336,50.615,0.615,2.3,52.3,12.083730158730159,8.0,1.157656746031746,0.0,99.29304858404132
0.0,0.0,temporal_ar1,0.9,1,4,Sparse-TopK Feedback Grid B=4 sm=2 tf=0.25,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,50.0,0.0,1.0,100.0,3.575,0.06859999999999984,0.37088706043421704,16.21696501165335,0.2206313166843606,50.525,0.525,1.74,51.74,11.276785714285714,12.0,0.8234285714285714,0.0,99.36430637643235
0.0,0.0,temporal_ar1,0.9,1,4,Sparse-TopK Feedback Grid B=4 sm=2 tf=0.5,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,50.0,0.0,1.0,100.0,3.49,0.0,0.370810962804577,16.184889631984607,0.1650447855359733,50.515,0.515,1.58,51.58,11.407142857142857,12.0,0.7874047619047618,0.0,99.37000099137185
0.0,0.0,temporal_ar1,0.9,1,4,Sparse-TopK Feedback Grid B=4 sm=2 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.75,50.0,0.0,1.0,100.0,3.4,0.019600000000000017,0.3722114276391326,16.189849451358096,0.09140172681582669,50.505,0.505,1.515,51.515,12.092857142857143,12.0,0.7699285714285713,0.0,99.37738686948538
0.0,0.0,temporal_ar1,0.9,1,4,Sparse-TopK Feedback Grid B=4 sm=3 tf=0.25,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.25,50.0,0.0,1.0,100.0,3.48,0.19600000000000015,0.3639115340060732,16.203076607598547,0.12376626540160805,50.53,0.53,1.615,51.615,11.668452380952381,16.0,0.676875,0.0,99.39676849400352
0.0,0.0,temporal_ar1,0.9,1,4,Sparse-TopK Feedback Grid B=4 sm=3 tf=0.5,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,50.0,0.0,1.0,100.0,3.265,0.06859999999999984,0.35998937972079703,16.1698019780829,0.12825378765519047,50.495,0.495,1.345,51.345,12.327380952380953,16.0,0.611547619047619,0.0,99.42382546602975
0.0,0.0,temporal_ar1,0.9,1,4,Sparse-TopK Feedback Grid B=4 sm=3 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,50.0,0.0,1.0,100.0,3.15,0.019600000000000017,0.35727739535838876,16.123931792570207,0.17455190789829653,50.44,0.44,1.185,51.185,11.233333333333333,16.0,0.5594999999999999,0.0,99.4385339775322
0.0,0.0,temporal_ar1,0.9,1,8,Sparse-TopK Feedback Grid B=8 sm=1 tf=0.25,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,50.0,0.0,1.0,100.0,3.63,0.03920000000000003,0.3647934092903594,16.054622115407444,0.11843572112544873,50.295,0.295,2.23,52.23,6.609523809523809,16.0,0.8383452380952382,0.0,99.3696814629482
0.0,0.0,temporal_ar1,0.9,1,8,Sparse-TopK Feedback Grid B=8 sm=1 tf=0.5,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,50.0,0.0,1.0,100.0,3.63,0.03920000000000003,0.36404716702021056,16.05064049044988,0.12045785889732882,50.295,0.295,2.23,52.23,6.58452380952381,16.0,0.8383452380952382,0.0,99.37167227542697
0.0,0.0,temporal_ar1,0.9,1,8,Sparse-TopK Feedback Grid B=8 sm=1 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,50.0,0.0,1.0,100.0,3.63,0.03920000000000003,0.3636795524299747,16.0466499034093,0.11748490010658258,50.29,0.29,2.23,52.23,6.538690476190475,16.0,0.8383452380952382,0.0,99.37366756894727
0.0,0.0,temporal_ar1,0.9,1,8,Sparse-TopK Feedback Grid B=8 sm=2 tf=0.25,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,50.0,0.0,1.0,100.0,3.305,0.029399999999999808,0.3527239038061796,16.083314829905326,0.042115803667132135,50.235,0.235,1.765,51.765,5.948214285714286,24.0,0.5382321428571428,0.0,99.43965479821472
0.0,0.0,temporal_ar1,0.9,1,8,Sparse-TopK Feedback Grid B=8 sm=2 tf=0.5,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,50.0,0.0,1.0,100.0,3.26,0.0,0.3555414746764137,16.076988405210997,0.01940141425622677,50.205,0.205,1.695,51.695,5.230952380952381,24.0,0.5297916666666665,0.0,99.44022322835201
0.0,0.0,temporal_ar1,0.9,1,8,Sparse-TopK Feedback Grid B=8 sm=2 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.75,50.0,0.0,1.0,100.0,3.175,0.08820000000000029,0.3582202512226073,16.105757003617796,0.06255430763029764,50.205,0.205,1.51,51.51,5.40952380952381,24.0,0.4891904761904762,0.0,99.44039874189546
0.0,0.0,temporal_ar1,0.9,1,8,Sparse-TopK Feedback Grid B=8 sm=3 tf=0.25,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.25,50.0,0.0,1.0,100.0,3.305,0.029399999999999808,0.3527239038061796,16.083314829905326,0.042115803667132135,50.235,0.235,1.765,51.765,5.948214285714286,24.0,0.5382321428571428,0.0,99.43965479821472
0.0,0.0,temporal_ar1,0.9,1,8,Sparse-TopK Feedback Grid B=8 sm=3 tf=0.5,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,50.0,0.0,1.0,100.0,3.26,0.0,0.3555414746764137,16.076988405210997,0.01940141425622677,50.205,0.205,1.695,51.695,5.230952380952381,24.0,0.5297916666666665,0.0,99.44022322835201
0.0,0.0,temporal_ar1,0.9,1,8,Sparse-TopK Feedback Grid B=8 sm=3 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,50.0,0.0,1.0,100.0,3.175,0.08820000000000029,0.3582202512226073,16.105757003617796,0.06255430763029764,50.205,0.205,1.51,51.51,5.40952380952381,24.0,0.4891904761904762,0.0,99.44039874189546
0.0,0.0,temporal_ar1,0.9,1,2,Stale-TopK Feedback Grid B=2,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,100.0,3.315,0.06860000000000027,0.3541162956767215,16.375268245144127,0.09636903731327058,50.865,0.865,0.965,50.965,18.18392857142857,18.0,0.5490773809523809,0.0,99.41931852801444
0.0,0.0,temporal_ar1,0.9,1,4,Stale-TopK Feedback Grid B=4,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,100.0,3.205,0.16659999999999991,0.35925377718106816,16.232410521596897,0.06812453833197175,50.485,0.485,1.17,51.17,11.673809523809522,20.0,0.4905952380952381,0.0,99.42640812199285
0.0,0.0,temporal_ar1,0.9,1,8,Stale-TopK Feedback Grid B=8,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,100.0,3.26,0.0,0.35482908843872124,16.081035041588347,0.05337164082023342,50.215,0.215,1.695,51.695,5.302380952380952,24.0,0.5297916666666665,0.0,99.43819991016335
0.0,0.0,temporal_ar1,0.9,1,2,Temporal Deviation Oracle B=2,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,100.0,3.03,0.019600000000000017,0.34887005157051093,16.07531472814989,0.04337305761755168,50.185,0.185,1.4,51.4,5.491666666666666,2.0,0.4464166666666667,0.0,99.47367000219133
0.0,0.0,temporal_ar1,0.9,1,4,Temporal Deviation Oracle B=4,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,100.0,2.925,0.06859999999999984,0.34973047690675174,16.15936947268403,0.08569842482831035,50.36,0.36,0.86,50.86,10.875,4.0,0.38799999999999996,0.0,99.4884669899982
0.0,0.0,temporal_ar1,0.9,1,8,Temporal Deviation Oracle B=8,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,100.0,2.97,0.11759999999999966,0.35373774509478223,16.376112454235894,0.043214908981331915,50.73,0.73,0.525,50.525,18.9,8.0,0.3963333333333333,0.0,99.46980740448507
